workflow,image_num,quality,model,file_size_kb,response_time_s,word_count,char_count,phrase_accuracy,extracted_text,error
EXCEL,2,25,gpt-4o-mini,256.83,13.94,208,1227,0.0,"```
E37
Date		Description		Amount		Category		Business Expense
Jan 31-Feb 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Feb 02-Feb 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Mar 02-Apr 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Apr 02-Apr 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
May 02-Jun 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Jun 02-Jul 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Jul 02-Aug 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Aug 02-Sep 03	OpenAI ChatGPTSubscr	$	(20.00)		Software		Yes
Sep 03-Oct 03	Cu	$	(8.50)		E-commerce		Yes
Oct 02-Oct 03	Etsy.com	$	(2.00)		Marketing		Yes
Oct 02-Oct 03	Etsy.com	$	(8.50)		Marketing		Yes
Oct 11-Nov 03	Etsy.com	$	(4.37)		Marketing		Yes
Nov 10-Nov 03	Etsy.com	$	(3.68)		Marketing		Yes
Mar 14-Mar 14	CatPrint	$	(7.50)		Printing Service	Yes
Mar 08-Mar 08	CatPrint	$	(8.00)		Marketing		Yes
Apr 12-Apr 16	Sticker Mule	$	(20.00)		Marketing		Yes
Jul 31-Aug 16	Sticker	$	(50.00)		Marketing		Yes
Oct 26-Oct 28	Sticker Mule	$	(2.00)		Marketing		Yes
Apr 29-Apr 30	Gasland East Rutherford NJ	$	(30.00)		Transport		Yes
Oct 31-Oct 31	Gasland East Rutherford NJ	$	(10.00)		Transport		Yes
Jan 02-Sep 30	Cloudflare	$	(10.44)		Software		Yes
Sep 29-Sep 30	Shopify*29014947912	$	(39.00)		E-commerce		Yes
Oct 29-Oct 30	Summary				$	(736.27)	
```",
EXCEL,2,5,gemini-2.5-flash,116.53,6.97,449,2207,100.0,"AutoSave
Etsy_Statements_2024.xlsx Non-Public Last Modified: March 21
File Home Insert Draw Page Layout Formulas Data Review View Automate Help ChemOffice21 Analytic Solver
Cut
Copy
Paste
Format Painter
Clipboard
X
Search
Comments
Share
Calibri
AA
Wrap Text
Merge & Center
General
Conditional Format as
Formatting Table
I U
B
Font
Alignment
Number
Styles
Cells
Editing
Sensitivity
Add-ins
Commands Group Risk Server
Styles
Insert Delete Format
AutoSum
Fill
Clear
Sort & Find & Sensitivity Add-ins Copilot Show
Filter Select ToolPak
Risk
Solver
E37
A
Date
Jan 31-Feb 02
Feb 02-Feb 03
B
Description
OpenAI*ChatGPTSubscr
OpenAI*ChatGPTSubscr
OpenAI*ChatGPTSubscr
C
Amount Category Business Expense
$
(20.00) Software Su Yes
$
(20.00) Software Su Yes
$
(20.00) Software Su Yes
D
E
F
G
(20.00) Software Su Yes
Mar 02-Mar 04
Apr 02-Apr 03
May 02-May 03
Jun 02-Jun 03
Jul 02-Jul 03
Aug 02-Aug 03
Sep 02-Sep 03
Oct 02-Oct 03
Nov 02-Nov 04
Dec 02-Dec 03
Jan 08-Jan 10
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr
$
OpenAI*ChatGPTSubscr S
OpenAI*ChatGPTSubscr $
OpenAI*ChatGPTSubscr $
Etsy.com*US
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(20.00) Software Su Yes
(1.00) Marketing T Yes
(25.58) Marketing Yes
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
Mar 08-Mar 11
$
Etsy.com*US
$
16 Jun 01-Jun 03
17 Nov 01-Nov 04
Etsy.com*US
Etsy.com*US
S
(1.00) Marketing Yes
$
(4.37) Marketing Yes
18 Jan 12-Jan 15
CatPrint
$
(50.45) Printing Ser Yes
19 Mar 14-Mar 14
CatPrint
$
(93.20) Printing Ser Yes
20 May 08-May 08
CatPrint
$
(50.45) Printing Ser Yes
21 Oct 14-Oct 15
CatPrint
$
(93.20) Printing Ser Yes
22 Apr 15-Apr 16
Sticker Mule
$
(1.07) Marketing Y Yes
23 Apr 25-Apr 26
Sticker Mule
$
(20.26) Marketing Yes
24 Jul 18-Jul 19
Sticker Mule
$
(9.60) Marketing Yes
25 Oct 25-Oct 28
Sticker Mule
$
(20.26) Marketing Yes
26 Oct 08-Oct 10
FedEx Office
$
(5.59) Shipping
Yes
27 Mar 29-Apr 01
Gasland East Rutherford NJ
$
(30.09) Transportat Yes
28 Apr 12-Apr 15
Gasland East Rutherford NJ
$
(29.27) Transportat Yes
29 Sep 27-Sep 30
Cloudflare
S
(10.44) Software Su Yes
30 Oct 31-Nov 01
Cloudflare
$
(10.44) Software Su
Yes
31 Sep 29-Sep 30
Shopify*279416413
$
(1.00) E-Commerc Yes
32 Oct 29-Oct 30
Shopify*290147912
S
(39.00) E-Commerc Yes
33
34 Summary
$ (736.27)
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
Summary Business Expenses January February March April May June July August September October November December
Ready Accessibility: Good to go
+
+
115%",
EXCEL,2,5,claude-3.5-sonnet,116.53,18.87,293,1545,0.0,"Date                Description                 Amount      Category     Business Expense
Jan 31-Feb 02   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Feb 02-Feb 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Mar 02-Mar 04   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Apr 02-Apr 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
May 02-May 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Jun 02-Jun 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Jul 02-Jul 03    OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Aug 02-Aug 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Sep 02-Sep 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Nov 02-Nov 04   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes
Dec 02-Dec 03   OpenArt/ChatGPTSubscr         $ (20.00)   Software Su Yes

Jan 08-Jan 10   Etsy.com*US                   $ (1.00)    Marketing f Yes
Mar 08-Mar 11   Etsy.com*US                   $ (25.58)   Marketing f Yes
Jun 01-Jun 03   Etsy.com*US                   $ (1.00)    Marketing f Yes
Nov 01-Nov 04   Etsy.com*US                   $ (4.37)    Marketing f Yes

Jan 12-Jan 15   CatPrint                      $ (50.45)   Printing Ser Yes
Mar 14-Mar 14   CatPrint                      $ (92.20)   Printing Ser Yes
May 08-May 08   CatPrint                      $ (50.45)   Printing Ser Yes
Oct 14-Oct 15   CatPrint                      $ (92.20)   Printing Ser Yes

Apr 15-Apr 16   Sticker Mule                  $ (1.07)    Marketing f Yes
Apr 25-Apr 26   Sticker Mule                  $ (20.26)   Marketing f Yes
Jul 18-Jul 19   Sticker Mule                  $ (0.85)    Marketing f Yes
Oct 25-Oct 28   Sticker Mule                  $ (20.26)   Marketing f Yes

Mar 19-Apr 01   Gasland East Rutherford NJ    $ (30.09)   Transportat Yes
Apr 17-Apr 15   Gasland East Rutherford NJ    $ (29.71)   Transportat Yes

Sep 27-Sep 30   Cloudflare                    $ (10.44)   Software Su Yes
Oct 31-Nov 01   Cloudflare                    $ (10.44)   Software Su Yes

Sep 29-Sep 30   Shopify*27941641             $ (1.00)    E-Commerc Yes
Oct 29-Oct 30   Shopify*260147912            $ (30.09)   E-Commerc Yes

Summary                                       $ (736.27)

[Bottom tabs]
Summary    Business Expenses    January    February    March    April    May    June    July    August    September    October    November    December",
EXCEL,2,5,gpt-4o-mini,116.53,9.57,244,1109,0.0,"```
| Date         | Description               | Amount   | Category      | Business Exp. |
|--------------|---------------------------|----------|---------------|---------------|
| Jan 31-Feb 03| OpenAI ChatGPT Subscr     | ($20.00) | Software Su.  | Yes           |
| Feb 02-Mar 04| OpenAI ChatGPT Subscr     | ($20.00) | Software Su.  | Yes           |
| Apr 02-Apr 04| OpenAI ChatGPT Subscr     | ($20.00) | Software Su.  | Yes           |
| May 02-May 03| OpenAI ChatGPT Subscr     | ($20.00) | Software Su.  | Yes           |
| Jun 01-Jun 03| Etsy.com *US              | ($1.66)  | Marketing Ser. | Yes           |
| Jul 01-Jul 03| Etsy.com *US              | ($4.97)  | Marketing Ser. | Yes           |
| Aug 12-Jan 15| EatPrint                  | ($1.00)  | Printing Ser.  | Yes           |
| Mar 14-Mar 14| CatPrint                  | ($7.42)  | Printing Ser.  | Yes           |
| Feb 20-Feb 20| CatPrint                  | ($3.90)  | Printing Ser.  | Yes           |
| Apr 12-Apr 16| Sticker Mule              | ($6.00)  | Marketing Ser. | Yes           |
| Apr 15-Apr 16| Sticker Mule              | ($2.66)  | Marketing Ser. | Yes           |
| Sep 25-Oct 26| Sticker Mule              | ($22.00) | Marketing Ser. | Yes           |
| Apr 29-Apr 30| Gasland East Rutherford NJ | ($15.00) | Transport Ser. | Yes           |
| Apr 30-Apr 30| Gasland East Rutherford NJ | ($10.44) | Transport Ser. | Yes           |
| Dec 28-Sep 30| Cloudflare                | ($14.04) | E-Commerce: Yes|
| Sep 02-Sep 30| Shopify*290147912         | ($39.00) | E-Commerce: Yes|
|--------------|---------------------------|----------|---------------|---------------|
| Summary      |                           | ($736.27)|               |               |
```
",
EXCEL,2,1,gemini-2.5-flash,102.7,8.04,437,2107,100.0,"AutoSave
File
Home
Insert
Draw
Page Layout
Formulas
Data
Review
View
Automate
Help
ChemOffice21
Analytic Solver
Paste
Cut
Copy
Format Printer
Clasom
Calibri
Fortt
Wrap text
Normal
Formatting
Table
Merge & Center
Number
Conditional
Formatting
E37
Alignment
Styles
Date
Description
Amount
Category
Business Expense
Jan 31-Feti 02
OpenAl ChatGPTSubscr
$
(20.00)
Software Su
Yes
1
Feb 02-Feb 03
OpenAT Chat GPTSubscr
$
(20:00)
Software Su Yes
2
Mar 02-Mar 04
Open Al ChatGPTSubscr
$
(20.00)
Software-Su Yes
5
Αστ 02-Αm.03
OpenAl Chat GPTSubsc
$
(20.00)
Software Su
Yes
6
May 02-May 03
OpenAl Chat GPTSubscr
$
20.00)
Software Su
Yes
7
Jun 02-Jun 03.
OpenAl ChatGPTSubscr
$
(20.00)
Software Su Yes
8
Jul 02-Jul 03
OpenAt ChatGPTSubscr
$
(20.00)
Software Su Yes
9
Aug 02-Aug 03
OpenAl ChatGPTSubscr
$
(20.00)
Software Su Yes
10
Sep 02-Sep 03
Operial Chat GPTSubscr
$
(20.00)
Software Su Yes
11
Oct 02-Oct 108
OpenAT ChatGPTSubSel
$
(20:00)
Software Silves
12
Nov 02-Nov 04
Open Al ChatGPTSubscr
$
(20.00)
Software-Su Yes
13
Dec-02-Dec 03
OpenAl Chat GPTSubscr
$
(20.00)
Software Su Yes
14
Jan 08-Jan 10
Etsy.com US
$
(1.00)
Marketing
Yes
15
Mar 08-Mar 11
Etsy.com US
$
(25.58)
Marketing Yes
16
Jun 02-Jun 03
Etsy.com US
$
(1.00)
Marketing
Yes
17
Nov 01-Nov 04
Etsy.com US
$
(4.37)
Marketing. Ves
18
Jan 12-lan 15
Cat Print
$
(50.45)
Printing Ser
Yes
19
Mar 14-Mar 14
CarPrint
$
(93:20)
Printing Ser
Ves
20
May 08-May 08
CatPrint
$
(50.45)
Printing Ser
Yes
21
Oct 14-Oct 15
CatPrint
$
(93.20)
Printing Sar
Yes
22
Apr15-Apr 16
Sticker Mule
$
(1.07)
Marketing
Yes
23
Apr 25-A 26
Sticker Mule
$
(20.26)
Marketing Yes
24
Jul 18 Jul 19
Sticker Mule
$
(9.600)
Marketing
Yes
25
Dot 25-Oct 28
Sticker Miiis
$
(20.26)
Marketing. Yes
26
Orl 08-Oct 10
FedEx Office
$
(5.59)
Shipping
Yes
27
Mar 29-Api 01
Gasland East Rutherford Ni
$
(30.09)
Transportar Ves
28
Apr 12-Apr 15
Gasland East Rutherford NI
$
(29:27)
Transportar Yes
29
Sep 27-Sen 30
Cloudflare
$
(10.44)
Software Su
Yes
30
Oct 31-Nov 01
Cloudflare
$
(10.44)
Software Su
Yes
31
Sep 29-Sep 30
Shopify 279416413
$
(1.00)
E-Commerc Yes
32
Oct 29-0ct 30
Shopify 290147912
$
(39.00)
E-Camumero Yes
33
34
Summary
35
$
(736.27)
Etsy Statements 2024iss Mom Publik Last Modifiezh March 21
Comments
AutoSum
 Fill
Clear
Sort &
Finer &
Sensitivity
Addins
Show
ToolPak
Power
Solver
Find &
Select
Sensisitvity
Addins
Solver
Comments from
Rilk Sayver
Editing
AA
AB
AC
Summary
Business Expenses
January
February
March
April
May
me
July
August
September
October
Novemizer
December
+
Ready
Accessibility: Good logo
+
115%",
EXCEL,2,1,claude-3.5-sonnet,102.7,20.51,293,1575,0.0,"Date            Description                    Amount     Category   Business Expense
Jan 02-Feb 02    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Feb 02-Feb 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes  
Mar 02-Mar 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Apr 02-Apr 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
May 02-May 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Jun 02-Jun 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Jul 02-Jul 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Aug 02-Aug 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Sep 02-Sep 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Oct 02-Oct 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Nov 02-Nov 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes
Dec 02-Dec 03    OpenAI*ChatGPTSubsc          $    (20.00)  Software Su Yes

Jan 08-Jan 10    Etsy.com*US                  $     (1.00)  Marketing Yes
Mar 08-Mar 11    Etsy.com*US                  $    (25.58)  Marketing Yes
Jun 01-Jun 03    Etsy.com*US                  $     (1.00)  Marketing Yes
Nov 03-Nov 04    Etsy.com*US                  $     (4.37)  Marketing Yes

Jan 12-Jan 15    CatPrint                     $    (50.45)  Printing Ser Yes
Mar 14-Mar 15    CatPrint                     $    (95.20)  Printing Ser Yes
May 08-May 08    CatPrint                     $    (50.45)  Printing Ser Yes
Oct 14-Oct 15    CatPrint                     $    (93.20)  Printing Ser Yes

Apr 15-Apr 16    Sticker Mule                 $     (1.07)  Marketing Yes
Apr 25-Apr 26    Sticker Mule                 $    (20.28)  Marketing Yes
Jul 19-Jul 19    Sticker Mule                 $    (9.09)   Marketing Yes
Oct 25-Oct 26    Sticker Mule                 $    (50.26)  Marketing Yes

Mar 29-Apr 01    EveMarket East Rutherford NJ $    (20.03)  Transport/Yes
Apr 27-Apr 15    EveMarket East Rutherford NJ $    (29.71)  Transport/Yes

Sep 27-Sep 30    Cloudflare                   $    (10.44)  Software Su Yes
Oct 31-Nov 01    Cloudflare                   $    (10.44)  Software Su Yes

Sep 29-Sep 30    Shopify*27914E413            $     (1.00)  E-Commerce Yes
Oct 29-Oct 30    Shopify*29014/912            $    (99.02)  E-Commerce Yes

Summary                                       $   (736.27)

[Bottom menu tabs]
Summary  Business Expenses  January  February  March  April  May  June  July  August  September  October  November  December",
EXCEL,2,1,gpt-4o-mini,102.7,11.05,199,1243,0.0,"```
Date           Description                     Amount      Category       Business Expense?
Jan 30-Feb 02  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Feb 02-Feb 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Mar 01-Apr 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Apr 02-May 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Jun 02-Jul 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Jul 02-Aug 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Aug 02-Sep 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Sep 02-Oct 03  Etsy.com""US                    ($25.85)    Marketing      Yes
Oct 02-Nov 03  Etsy.com""US                    ($25.85)    Marketing      Yes
Nov 02-Dec 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Dec 02-Dec 03  OpenAI-ChatGPTSubscrip...       ($20.00)    Software       Yes
Jan 08-Jan 10  Etsy.com""US                    ($25.85)    Marketing      Yes
Feb 02-Feb 03  Etsy.com""US                    ($25.85)    Marketing      Yes
Jun 10-Jul 04  Etsy.com""US                    ($4.37)     Marketing      Yes
Sep 10-Oct 04  CatPrint                        $          Printing Service Yes
Nov 12-Jan 15  CatPrint                        $          Printing Service Yes
May 04-Apr 16  CatPrint                        $          Printing Service Yes
Apr 15-Apr 16  Sticker Mule                    $          Marketing      Yes
Apr 15-Apr 16  Sticker Mule                    $          Marketing      Yes
Jun 02-Jul 03  Sticker Mule                    $          Marketing      Yes
Jan 23-Oct 28  Sticker Mule                    ($29.26)    Marketing      Yes
Mar 29-Apr 30  Gauldands Cat Rutherf...        ($3.09)     Transportation  Yes
Aug 15-Aug 15  Gauldands Cat Rutherf...        $          The Scholar of Yes
Sep 01-Nov 30  Cloudflare                      ($10.44)    Software       Yes
Sep 29-Sep 30  Shopify#794614913              ($39.00)    E-Commerce     Yes
----------------
Summary                                    ($736.27)
```",
EXCEL,3,PNG,gemini-2.5-flash,206.32,5.28,502,2356,100.0,"AutoSave Off
Etsy_Statements_2024.xlsx Non-Public Saved
File Home Insert Draw Page Layout Formulas Data Review View Automate Help ChemOffice21 Analytic Solver
Cut Calibri 11 A A Merge & Center General $ % .0 .00
Copy B I U A ab Wrap Text Conditional Format as
Format Painter - Check Cell
Formatting Table-
Clipboard Font Alignment Number Styles Cells
F36 X fx
A B C D E
1 Date Description Amount Category Business Expense
2 Jan 31-Feb 02 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
3 Feb 02-Feb 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
4 Mar 02-Mar 04 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
5 Apr 02-Apr 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
6 May 02-May 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
7 Jun 02-Jun 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
8 Jul 02-Jul 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
9 Aug 02-Aug 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
10 Sep 02-Sep 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
11 Oct 02-Oct 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
12 Nov 02-Nov 04 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
13 Dec 02-Dec 03 OpenAI*ChatGPTSubscr $ (20.00) Software Su Yes
14 Jan 08-Jan 10 Etsy.com*US $ (1.00) Marketing T Yes
15 Mar 08-Mar 11 Etsy.com*US $ (25.58) Marketing T Yes
16 Jun 01-Jun 03 Etsy.com*US $ (1.00) Marketing Yes
17 Nov 01-Nov 04 Etsy.com*US $ (4.37) Marketing T Yes
18 Jan 12-Jan 15 CatPrint $ (50.45) Printing Ser Yes
19 Mar 14-Mar 14 CatPrint $ (93.20) Printing Ser Yes
20 May 08-May 08 CatPrint $ (50.45) Printing Ser Yes
21 Oct 14-Oct 15 CatPrint $ (93.20) Printing Ser Yes
22 Apr 15-Apr 16 Sticker Mule $ (1.07) Marketing T Yes
23 Apr 25-Apr 26 Sticker Mule $ (20.26) Marketing T Yes
24 Jul 18-Jul 19 Sticker Mule $ (9.60) Marketing T Yes
25 Oct 25-Oct 28 Sticker Mule $ (20.26) Marketing Yes
26 Oct 08-Oct 10 FedEx Office $ (5.59) Shipping Yes
27 Mar 29-Apr 01 Gasland East Rutherford NJ $ (30.09) Transportat Yes
28 Apr 12-Apr 15 Gasland East Rutherford NJ $ (29.27) Transportat Yes
29 Sep 27-Sep 30 Cloudflare $ (10.44) Software Su Yes
30 Oct 31-Nov 01 Cloudflare $ (10.44) Software Su Yes
31 Sep 29-Sep 30 Shopify*279416413 $ (1.00) E-Commerc Yes
32 Oct 29-Oct 30 Shopify*290147912 $ (39.00) E-Commerc Yes
33 Nov 1-Nov 2 Shopify*290112215 $ 100.00 E-Commerc Yes
34 Summary $ (636.27)
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
Search

Normal Bad Good Neutral Calculation
Explanatory... Followed Hy... Hyperlink Input
Styles

∑ AutoSum
Fill
Clear
Insert Delete Format
Sort & Find &
Filter Select
Sensitivity Add-ins Copilot Show Risk
ToolPak Solver
Editing Sensitivity Add-ins Commands Group Risk Solver
F G H I J K L M N O P Q R S T U V W X Y Z AA AB AC

MF
Comments
Share

Ready Accessibility: Good to go Business Expenses January February March April May June July August September October November December
+
115%",
EXCEL,3,PNG,claude-3.5-sonnet,206.32,18.35,272,1619,0.0,"Date    Description    Amount    Category    Business Expense

Jan 31-Feb 02    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Feb 02-Feb 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Mar 02-Mar 04    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Apr 02-Apr 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
May 02-May 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Jun 02-Jun 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Jul 02-Jul 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Aug 02-Aug 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Sep 02-Sep 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Oct 02-Nov 04    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Nov 02-Nov 04    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes
Dec 02-Dec 03    OpenAI*ChatGPTSubcr    $(20.00)    Software Sv Yes

Jan 08-Jan 10    Etsy.com*US    $(1.00)    Marketing Yes
Mar 08-Mar 11    Etsy.com*US    $(25.58)    Marketing Yes
Jun 01-Jun 03    Etsy.com*US    $(1.00)    Marketing Yes
Nov 01-Nov 04    Etsy.com*US    $(4.37)    Marketing Yes

Jan 12-Jan 15    CatPrint    $(50.45)    Printing Ser Yes
Mar 14-Mar 14    CatPrint    $(93.20)    Printing Ser Yes
May 08-May 08    CatPrint    $(50.45)    Printing Ser Yes
Oct 14-Oct 15    CatPrint    $(93.20)    Printing Ser Yes

Apr 15-Apr 16    Sticker Mule    $(1.07)    Marketing Yes
Apr 25-Apr 26    Sticker Mule    $(20.26)    Marketing Yes
Jul 18-Jul 19    Sticker Mule    $(0.65)    Marketing Yes
Oct 25-Oct 28    Sticker Mule    $(20.26)    Marketing Yes

Mar 29-Apr 01    Gasland East Rutherford NJ    $(30.09)    Transport Yes
Mar 12-Apr 15    Gasland East Rutherford NJ    $(29.27)    Transport Yes

Sep 27-Sep 30    Cloudflare    $(10.44)    Software Sv Yes
Oct 31-Nov 01    Cloudflare    $(10.44)    Software Sv Yes

Sep 29-Sep 30    Shopify*277416413    $(1.00)    E-Commerce Yes
Oct 29-Oct 30    Shopify*290147912    $(39.00)    E-Commerce Yes
Nov 1-Nov 2    Shopify*290112215    $100.00    E-Commerce Yes

Summary    $(636.27)

[Menu items at bottom:]
Summary    Business Expenses    January    February    March    April    May    June    July    August    September    October    November    December",
EXCEL,3,PNG,gpt-4o-mini,206.32,9.78,352,1207,0.0,"```
| Jan 31-Feb 03 | OpenAI ChatGPT Subscr | ($20.00) | Software Su Yes |
| Feb 02-Feb 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Mar 02-Mar 03 | OpenAI ChatGPT Subscr | ($20.00) | Software Su Yes |
| Apr 02-Apr 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| May 02-May 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Jun 02-Jun 03 | OpenAI ChatGPT Subscr | ($20.00) | Software Su Yes |
| Jul 02-Jul 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Aug 02-Aug 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Sep 02-Sep 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Oct 02-Oct 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Nov 02-Nov 03 | OpenAI ChatGPT Subscr |  $ | Software Su Yes |
| Dec 02-Dec 03 | Etsy.com*US | ($1.50) | Marketing S Yes |
| Jan 01-Jan 03 | Etsy.com*US | ($1.50) | Marketing S Yes |
| Feb 01-Feb 03 | CatPrint |  $ | Printing Ser Yes |
| Mar 14-Mar 14 | CatPrint |  $ | Printing Ser Yes |
| Apr 02-Apr 16 | Sticker Mule |  $ | Marketing S Yes |
| Jul 14-Jul 14 | Sticker Mule |  $ | Marketing S Yes |
| Aug 25-Aug 25 | Sticker Mule | ($2.00) | Marketing S Yes |
| Oct 02-Oct 03 | Sticker Mule |  $ | Marketing S Yes |
| Dec 02-Dec 03 | Gasland East Rutherford NJ | ($30.09) | Transporta Yes |
| Dec 02-Dec 03 | Gasland East Rutherford NJ | ($14.40) | Transporta Yes |
| Apr 29-Apr 29 | Cloudflare | ($10.04) | Software Su Yes |
| Sep 20-Sep 20 | Shopify*279416413 |  $ | E-Commerce Yes |
| Sep 20-Sep 20 | Shopify*2901147912 | ($39.00) | E-Commerce Yes |
| Nov 1-Nov 2 | Summary | ($636.27) |  |
```",
